doi,column,status,source_location,paper_note
https://doi.org/10.1016/j.neuron.2021.11.014,Decoding notes,not_applicable,Methods pp. 14-16; code v1.0,papers/10_Krause_2022.md
https://doi.org/10.1016/j.neuron.2021.11.014,Reconst. Error (cm),not_reported,Methods pp. 14-16; code v1.0,papers/10_Krause_2022.md
https://doi.org/10.1016/j.neuron.2021.11.014,% Decoded,checked_paper,Methods pp. 14-16; code v1.0,papers/10_Krause_2022.md
https://doi.org/10.1016/j.neuron.2021.11.014,Spike sorting,checked_paper,Methods pp. 14-16; code v1.0,papers/10_Krause_2022.md
https://doi.org/10.1016/j.neuron.2021.11.014,Time bin step (ms),checked_paper,Methods pp. 14-16; code v1.0,papers/10_Krause_2022.md
https://doi.org/10.1016/j.neuron.2021.11.014,Shuffle Method,checked_paper,Methods pp. 14-16; code v1.0,papers/10_Krause_2022.md
https://doi.org/10.1016/j.neuron.2021.11.014,Shuffles (#),not_applicable,Methods pp. 14-16; code v1.0,papers/10_Krause_2022.md
https://doi.org/10.1016/j.neuron.2021.11.014,Sig. Thresh.,not_applicable,Methods pp. 14-16; code v1.0,papers/10_Krause_2022.md
https://doi.org/10.1016/j.neuron.2021.11.014,% Decoded denom.,checked_paper,Methods pp. 14-16; code v1.0,papers/10_Krause_2022.md
https://doi.org/10.1016/j.neuron.2021.11.014,Reconst. Error bin (ms),not_reported,Methods pp. 14-16; code v1.0,papers/10_Krause_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,First Author,checked_metadata,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Last Author,checked_metadata,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Year,checked_metadata,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,DOI,checked_metadata,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Journal,checked_metadata,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Species,checked_metadata,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Detection,checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Detection Notes,reviewed_context,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,MUA Z-score Thresh. (STD),not_applicable,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,SWR Z-score Thresh. (STD),not_applicable,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Animal Speed (cm/s),not_applicable,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,MUA smooth (ms),checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,SWR smooth (ms),not_applicable,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Min. Cells (#),checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,SWR electrodes (#),not_applicable,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,SWR Low Band (Hz),not_applicable,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,SWR High Band (Hz),not_applicable,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Min. Duration (ms),not_applicable,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Max Duration (ms),not_applicable,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Combine Events Thresh. (ms),checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Decoding,checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Time bin (ms),checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Position bin (cm),checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Place field smooth (cm),checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Trajectory,checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Decoding notes,reviewed_context,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Reconst. Error (cm),not_reported,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,% Decoded,not_reported,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Spike sorting,checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Time bin step (ms),checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Shuffle Method,checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Shuffles (#),checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Sig. Thresh.,checked_paper,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,% Decoded denom.,not_reported,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1016/j.neuron.2021.12.005,Reconst. Error bin (ms),not_reported,Methods pp. 17-18; DM2021 release,papers/11_Mou_2022.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,First Author,checked_metadata,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Last Author,checked_metadata,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Year,checked_metadata,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,DOI,checked_metadata,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Journal,checked_metadata,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Species,checked_metadata,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Detection,checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Detection Notes,reviewed_context,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,MUA Z-score Thresh. (STD),not_applicable,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,SWR Z-score Thresh. (STD),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Animal Speed (cm/s),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,MUA smooth (ms),not_applicable,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,SWR smooth (ms),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Min. Cells (#),not_applicable,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,SWR electrodes (#),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,SWR Low Band (Hz),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,SWR High Band (Hz),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Min. Duration (ms),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Max Duration (ms),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Combine Events Thresh. (ms),not_applicable,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Decoding,checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Time bin (ms),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Position bin (cm),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Place field smooth (cm),derived,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Trajectory,checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Decoding notes,reviewed_context,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Reconst. Error (cm),not_reported,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,% Decoded,not_reported,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Spike sorting,checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Time bin step (ms),checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Shuffle Method,checked_paper,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Shuffles (#),not_applicable,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Sig. Thresh.,not_applicable,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,% Decoded denom.,not_reported,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.1523/JNEUROSCI.1158-20.2021,Reconst. Error bin (ms),not_reported,Methods pp. 2-3,papers/12_Berners-Lee_2021.md
https://doi.org/10.7554/eLife.64505,First Author,checked_metadata,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Last Author,checked_metadata,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Year,checked_metadata,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,DOI,checked_metadata,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Journal,checked_metadata,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Species,checked_metadata,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Detection,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Detection Notes,reviewed_context,"replay_trajectory_paper f2d2b3c, src/load_data.py and environment.yml; pinned ripple_detection 0.1.8.dev0 / local 71298f0 detectors.py default smoothing_sigma=0.015.",papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,MUA Z-score Thresh. (STD),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,SWR Z-score Thresh. (STD),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Animal Speed (cm/s),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,MUA smooth (ms),checked_code,"replay_trajectory_paper f2d2b3c, src/load_data.py and environment.yml; pinned ripple_detection 0.1.8.dev0 / local 71298f0 detectors.py default smoothing_sigma=0.015.",papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,SWR smooth (ms),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Min. Cells (#),not_applicable,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,SWR electrodes (#),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,SWR Low Band (Hz),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,SWR High Band (Hz),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Min. Duration (ms),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Max Duration (ms),not_applicable,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Combine Events Thresh. (ms),not_applicable,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Decoding,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Time bin (ms),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Position bin (cm),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Place field smooth (cm),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Trajectory,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Decoding notes,not_applicable,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Reconst. Error (cm),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,% Decoded,not_reported,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Spike sorting,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Time bin step (ms),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Shuffle Method,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Shuffles (#),not_applicable,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Sig. Thresh.,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,% Decoded denom.,not_reported,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.7554/eLife.64505,Reconst. Error bin (ms),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,First Author,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Last Author,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Year,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,DOI,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Journal,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Species,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Detection,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Detection Notes,reviewed_context,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,MUA Z-score Thresh. (STD),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,SWR Z-score Thresh. (STD),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Animal Speed (cm/s),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,MUA smooth (ms),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,SWR smooth (ms),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Min. Cells (#),not_applicable,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,SWR electrodes (#),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,SWR Low Band (Hz),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,SWR High Band (Hz),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Min. Duration (ms),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Max Duration (ms),not_applicable,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Combine Events Thresh. (ms),not_applicable,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Decoding,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Time bin (ms),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Position bin (cm),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Place field smooth (cm),not_reported,"Gillespie 2021 Methods, PDF p. 21; main Results median deviation less than one 5 cm spatial bin.",papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Trajectory,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Decoding notes,reviewed_context,"Gillespie 2021 Methods, PDF p. 21; main Results median deviation less than one 5 cm spatial bin.",papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Reconst. Error (cm),checked_paper,"Gillespie 2021 Methods, PDF p. 21; main Results median deviation less than one 5 cm spatial bin.",papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,% Decoded,not_reported,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Spike sorting,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Time bin step (ms),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Shuffle Method,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Shuffles (#),not_applicable,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Sig. Thresh.,checked_paper,"Gillespie 2021 Methods, PDF p. 21; main Results median deviation less than one 5 cm spatial bin.",papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,% Decoded denom.,not_reported,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.neuron.2021.07.029,Reconst. Error bin (ms),checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,First Author,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Last Author,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Year,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,DOI,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Journal,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Species,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Detection,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Detection Notes,reviewed_context,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,MUA Z-score Thresh. (STD),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,SWR Z-score Thresh. (STD),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Animal Speed (cm/s),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,MUA smooth (ms),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,SWR smooth (ms),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Min. Cells (#),not_applicable,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,SWR electrodes (#),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,SWR Low Band (Hz),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,SWR High Band (Hz),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Min. Duration (ms),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Max Duration (ms),not_applicable,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Combine Events Thresh. (ms),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Decoding,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Time bin (ms),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Position bin (cm),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Place field smooth (cm),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Trajectory,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Decoding notes,reviewed_context,"Michon 2021 Methods, PDF p. 18.",papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Reconst. Error (cm),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,% Decoded,not_reported,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Spike sorting,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Time bin step (ms),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Shuffle Method,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Shuffles (#),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Sig. Thresh.,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,% Decoded denom.,not_reported,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1016/j.cub.2021.07.058,Reconst. Error bin (ms),checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
https://doi.org/10.1073/pnas.2011266118,First Author,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
https://doi.org/10.1073/pnas.2011266118,Last Author,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
https://doi.org/10.1073/pnas.2011266118,Year,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
https://doi.org/10.1073/pnas.2011266118,DOI,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
https://doi.org/10.1073/pnas.2011266118,Journal,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
https://doi.org/10.1073/pnas.2011266118,Species,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
https://doi.org/10.1073/pnas.2011266118,Detection,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
https://doi.org/10.1073/pnas.2011266118,Detection Notes,reviewed_context,SI Appendix pp. 6-11,papers/16_Igata_2021.md
https://doi.org/10.1073/pnas.2011266118,MUA Z-score Thresh. (STD),checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
