row,doi,column,value,status,source_location,paper_note
13,https://doi.org/10.7554/eLife.64505,Max Duration (ms),#N/A,not_applicable,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Combine Events Thresh. (ms),#N/A,not_applicable,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Decoding,State Space,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Time bin (ms),2,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Position bin (cm),3,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Place field smooth (cm),6,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Trajectory,MAP,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Decoding notes,,not_applicable,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Reconst. Error (cm),7,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,% Decoded,Not reported,not_reported,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Spike sorting,Clusterless,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Time bin step (ms),2,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Shuffle Method,none per event (posterior threshold),checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Shuffles (#),#N/A,not_applicable,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Sig. Thresh.,posterior probability >0.80,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,% Decoded denom.,#N/A,not_reported,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
13,https://doi.org/10.7554/eLife.64505,Reconst. Error bin (ms),2,checked_paper,Methods; Results median error; src/load_data.py and pinned detector package,papers/13_Denovellis_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,First Author,Gillespie,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Last Author,Frank,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Year,2021,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,DOI,https://doi.org/10.1016/j.neuron.2021.07.029,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Journal,Neuron,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Species,Rats,checked_metadata,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Detection,SWR,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Detection Notes,"SWR / MUA done as control (3 SD, 15 ms Gaussian smoothing)",reviewed_context,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,MUA Z-score Thresh. (STD),3,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,SWR Z-score Thresh. (STD),2,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Animal Speed (cm/s),4,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,MUA smooth (ms),15,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,SWR smooth (ms),4,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Min. Cells (#),#N/A,not_applicable,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,SWR electrodes (#),>1,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,SWR Low Band (Hz),150,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,SWR High Band (Hz),250,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Min. Duration (ms),15,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Max Duration (ms),#N/A,not_applicable,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Combine Events Thresh. (ms),#N/A,not_applicable,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Decoding,State Space,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Time bin (ms),2,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Position bin (cm),5,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Place field smooth (cm),Not reported,not_reported,"Gillespie 2021 Methods, PDF p. 21; main Results median deviation less than one 5 cm spatial bin.",papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Trajectory,MAP,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Decoding notes,"5 cm is the position-bin width; the Methods give a 20 microvolt waveform KDE bandwidth but do not establish a 5 cm spatial kernel SD. A spatially continuous event crosses posterior 0.8; if both states cross, continuous must occupy more time bins. A maze segment must contain at least 30% mean posterior. Median error is <5 cm; quality is evaluated at video frames (30 Hz), using the 2 ms decoder.",reviewed_context,"Gillespie 2021 Methods, PDF p. 21; main Results median deviation less than one 5 cm spatial bin.",papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Reconst. Error (cm),<5 (median),checked_paper,"Gillespie 2021 Methods, PDF p. 21; main Results median deviation less than one 5 cm spatial bin.",papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,% Decoded,Not reported,not_reported,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Spike sorting,Clusterless,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Time bin step (ms),2,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Shuffle Method,none,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Shuffles (#),#N/A,not_applicable,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Sig. Thresh.,Continuous-state posterior >0.8; segment posterior >=0.30,checked_paper,"Gillespie 2021 Methods, PDF p. 21; main Results median deviation less than one 5 cm spatial bin.",papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,% Decoded denom.,#N/A,not_reported,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
14,https://doi.org/10.1016/j.neuron.2021.07.029,Reconst. Error bin (ms),2,checked_paper,Methods pp. 19-21; Results median deviation,papers/14_Gillespie_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,First Author,Michon,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Last Author,Kloosterman,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Year,2021,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,DOI,https://doi.org/10.1016/j.cub.2021.07.058,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Journal,Current Biology,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Species,Rats,checked_metadata,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Detection,"SWR, MUA",checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Detection Notes,"MUA/SWR detrended with median filter
extended to 0.5",reviewed_context,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,MUA Z-score Thresh. (STD),4,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,SWR Z-score Thresh. (STD),8,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Animal Speed (cm/s),5,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,MUA smooth (ms),15,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,SWR smooth (ms),15,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Min. Cells (#),#N/A,not_applicable,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,SWR electrodes (#),1-3,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,SWR Low Band (Hz),140,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,SWR High Band (Hz),225,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Min. Duration (ms),80,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Max Duration (ms),#N/A,not_applicable,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Combine Events Thresh. (ms),20,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Decoding,Bayes,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Time bin (ms),10,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Position bin (cm),4,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Place field smooth (cm),5,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Trajectory,Weighted isotonic regression,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Decoding notes,"The <30 cm error entry is the 75th-percentile criterion used to select sessions, not a reported mean or median reconstruction error. Evaluated in 100 ms behavioral windows. Replay uses 500 pooled cross-event surrogates; a separate 500-surrogate direction-bias test also appears.",reviewed_context,"Michon 2021 Methods, PDF p. 18.",papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Reconst. Error (cm),<30,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,% Decoded,Not reported,not_reported,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Spike sorting,Clusterless,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Time bin step (ms),10,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Shuffle Method,Pooled cross-event shuffle,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Shuffles (#),500,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Sig. Thresh.,p<0.05,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,% Decoded denom.,#N/A,not_reported,Methods pp. 17-18,papers/15_Michon_2021.md
15,https://doi.org/10.1016/j.cub.2021.07.058,Reconst. Error bin (ms),100,checked_paper,Methods pp. 17-18,papers/15_Michon_2021.md
16,https://doi.org/10.1073/pnas.2011266118,First Author,Igata,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Last Author,Sasaki,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Year,2021,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,DOI,https://doi.org/10.1073/pnas.2011266118,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Journal,PNAS,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Species,Rats,checked_metadata,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Detection,"SWR, MUA",checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Detection Notes,"MUA and SWR / Mahalanobis distance used for overall ripple power / GMM used for ripple power / Supplement verified: MUA peak >2 SD, >4 cells, Gaussian SD 15 ms, 50-2000 ms; ripple envelopes use 150-250 Hz and Gaussian SD 4 ms, then Mahalanobis power and GMM selection. A separate SWR detector uses peak 3 SD and 50-500 ms.",reviewed_context,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,MUA Z-score Thresh. (STD),2,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,SWR Z-score Thresh. (STD),Adaptive,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Animal Speed (cm/s),5,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,MUA smooth (ms),15,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,SWR smooth (ms),4,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Min. Cells (#),>4,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,SWR electrodes (#),>1,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,SWR Low Band (Hz),150,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,SWR High Band (Hz),250,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Min. Duration (ms),50,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Max Duration (ms),2000,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Combine Events Thresh. (ms),#N/A,not_applicable,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Decoding,Bayes,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Time bin (ms),20,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Position bin (cm),2,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Place field smooth (cm),5,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Trajectory,MAP,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Decoding notes,"demarcate events based on:
MAP distance (<40 cm)
Trajectory length (>20 cm)",reviewed_context,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Reconst. Error (cm),Not reported,not_reported,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,% Decoded,Not reported,not_reported,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Spike sorting,Sorted,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Time bin step (ms),10,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Shuffle Method,Place-field shift,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Shuffles (#),1000,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Sig. Thresh.,Trajectory p<0.05; sequential events abs(weighted correlation)>=0.5,checked_paper,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,% Decoded denom.,#N/A,not_reported,SI Appendix pp. 6-11,papers/16_Igata_2021.md
16,https://doi.org/10.1073/pnas.2011266118,Reconst. Error bin (ms),#N/A,not_reported,SI Appendix pp. 6-11,papers/16_Igata_2021.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,First Author,Gridchyn,checked_metadata,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Last Author,Csicsvari,checked_metadata,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Year,2020,checked_metadata,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,DOI,https://doi.org/10.1016/j.neuron.2020.01.021,checked_metadata,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Journal,Neuron,checked_metadata,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Species,Rats,checked_metadata,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Detection,MUA,checked_paper,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Detection Notes,"MUA
threshold is 3.5x the baseline mean spike count, not a SD multiple
adaptively adjusted to ~1 event/s; 150 ms detection refractory",reviewed_context,"Methods pp. 15-17 Cited Csicsvari 1999 (PMC6782375) Methods directly reopened; retrieval closed, but ripple RMS window/event boundaries and numerical theta-ratio cutoff remain unstated.",papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,MUA Z-score Thresh. (STD),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,SWR Z-score Thresh. (STD),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Animal Speed (cm/s),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,MUA smooth (ms),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,SWR smooth (ms),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Min. Cells (#),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,SWR electrodes (#),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,SWR Low Band (Hz),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,SWR High Band (Hz),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Min. Duration (ms),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Max Duration (ms),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Combine Events Thresh. (ms),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Decoding,Bayes,checked_paper,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Time bin (ms),20,checked_paper,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Position bin (cm),6,checked_paper,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Place field smooth (cm),10,checked_paper,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Trajectory,MAP,checked_paper,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Decoding notes,Real-time,reviewed_context,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Reconst. Error (cm),Not reported,not_reported,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,% Decoded,Not reported,not_reported,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Spike sorting,Clusterless,checked_paper,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Time bin step (ms),20,checked_paper,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Shuffle Method,none (adaptive decoding-confidence threshold),checked_paper,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Shuffles (#),#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Sig. Thresh.,#N/A,not_applicable,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,% Decoded denom.,#N/A,not_reported,Methods pp. 15-17,papers/17_Gridchyn_2020.md
17,https://doi.org/10.1016/j.neuron.2020.01.021,Reconst. Error bin (ms),#N/A,not_reported,Methods pp. 15-17,papers/17_Gridchyn_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,First Author,Kaefer,checked_metadata,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,Last Author,Csicsvari,checked_metadata,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,Year,2020,checked_metadata,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,DOI,https://doi.org/10.1016/j.neuron.2020.01.015,checked_metadata,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,Journal,Neuron,checked_metadata,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,Species,Rats,checked_metadata,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,Detection,Decoding,checked_paper,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,Detection Notes,"Decoded all immobility / non-local positions detected in 256 ms windows / trajectory replay detected in windows with a fixed number of spikes, excluding decoded speeds under 20 cm/s / Replay windows contain a session-specific fixed number of spikes; 25.6 ms is the underlying sampling bin and is also used in a comparison analysis. Nonlocal position detection uses 256 ms windows. Secondary SWR analysis: 240 ms Fourier/RMS windows every 20 ms, peak 5 SD, bounds 1.5 SD.",reviewed_context,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,MUA Z-score Thresh. (STD),#N/A,not_applicable,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,SWR Z-score Thresh. (STD),5,checked_paper,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,Animal Speed (cm/s),5,checked_paper,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,MUA smooth (ms),#N/A,not_applicable,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,SWR smooth (ms),#N/A,not_applicable,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,Min. Cells (#),#N/A,not_applicable,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,SWR electrodes (#),>1,checked_paper,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
18,https://doi.org/10.1016/j.neuron.2020.01.015,SWR Low Band (Hz),150,checked_paper,Methods pp. 16-17; Figure 4D,papers/18_Kaefer_2020.md
